,film_id,title,inventory_id,rental_id,amount
74,5,AFRICAN EGG,25,5030,4.99
75,5,AFRICAN EGG,25,9851,4.99
76,5,AFRICAN EGG,25,15458,2.99
77,6,AGENT TRUMAN,26,317,5.99
78,6,AGENT TRUMAN,26,3391,3.99
79,6,AGENT TRUMAN,26,4594,7.99
80,6,AGENT TRUMAN,26,8353,2.99
81,6,AGENT TRUMAN,26,12764,3.99
82,6,AGENT TRUMAN,27,2965,8.99
83,6,AGENT TRUMAN,27,3567,5.99
84,6,AGENT TRUMAN,27,10526,6.99
85,6,AGENT TRUMAN,27,11944,3.99
86,6,AGENT TRUMAN,28,8263,2.99
87,6,AGENT TRUMAN,28,13796,8.99
88,6,AGENT TRUMAN,29,5806,4.99
89,6,AGENT TRUMAN,29,10485,7.99
90,6,AGENT TRUMAN,29,12513,6.99
91,6,AGENT TRUMAN,30,259,8.99
92,6,AGENT TRUMAN,30,2569,6.99
93,6,AGENT TRUMAN,30,3756,4.99
94,6,AGENT TRUMAN,30,7810,4.99
95,6,AGENT TRUMAN,30,12463,4.99
96,6,AGENT TRUMAN,31,11261,7.99
97,6,AGENT TRUMAN,31,14554,4.99
98,7,AIRPLANE SIERRA,32,11084,4.99
99,7,AIRPLANE SIERRA,32,14942,7.99
100,7,AIRPLANE SIERRA,33,3159,7.99
101,7,AIRPLANE SIERRA,33,4937,5.99
102,7,AIRPLANE SIERRA,33,10205,4.99
103,7,AIRPLANE SIERRA,33,15224,5.99
104,7,AIRPLANE SIERRA,34,6876,4.99
105,7,AIRPLANE SIERRA,34,7156,4.99
106,7,AIRPLANE SIERRA,34,13303,4.99
107,7,AIRPLANE SIERRA,35,3378,4.99
108,7,AIRPLANE SIERRA,35,6287,4.99
109,7,AIRPLANE SIERRA,35,7352,4.99
110,7,AIRPLANE SIERRA,35,14215,4.99
111,7,AIRPLANE SIERRA,36,9751,4.99
112,7,AIRPLANE SIERRA,36,12500,4.99
113,8,AIRPORT POLLOCK,37,120,5.99
114,8,AIRPORT POLLOCK,37,2360,4.99
115,8,AIRPORT POLLOCK,37,4626,4.99
116,8,AIRPORT POLLOCK,37,10422,7.99
117,8,AIRPORT POLLOCK,37,14483,5.99
118,8,AIRPORT POLLOCK,38,6219,4.99
119,8,AIRPORT POLLOCK,38,7845,5.99
120,8,AIRPORT POLLOCK,38,15989,4.99
121,8,AIRPORT POLLOCK,39,785,4.99
122,8,AIRPORT POLLOCK,39,1814,5.99
123,8,AIRPORT POLLOCK,39,3807,4.99
124,8,AIRPORT POLLOCK,39,10026,4.99
125,8,AIRPORT POLLOCK,39,12559,5.99
126,8,AIRPORT POLLOCK,40,1058,4.99
127,8,AIRPORT POLLOCK,40,2771,6.99
128,8,AIRPORT POLLOCK,40,3959,5.99
129,8,AIRPORT POLLOCK,40,8434,4.99
130,8,AIRPORT POLLOCK,40,11799,6.99
131,9,ALABAMA DEVIL,41,5745,8.99
132,9,ALABAMA DEVIL,41,10036,2.99
133,9,ALABAMA DEVIL,41,15802,5.99
134,9,ALABAMA DEVIL,42,3880,2.99
135,9,ALABAMA DEVIL,42,8837,8.99
136,9,ALABAMA DEVIL,42,15639,2.99
137,9,ALABAMA DEVIL,43,7835,4.99
138,9,ALABAMA DEVIL,43,15776,5.99
139,9,ALABAMA DEVIL,44,9442,4.99
140,9,ALABAMA DEVIL,44,12096,7.99
141,9,ALABAMA DEVIL,45,7288,5.99
142,9,ALABAMA DEVIL,45,12027,8.99
143,10,ALADDIN CALENDAR,46,1948,4.99
144,10,ALADDIN CALENDAR,46,6703,4.99
145,10,ALADDIN CALENDAR,46,7174,4.99
146,10,ALADDIN CALENDAR,46,13109,4.99
147,10,ALADDIN CALENDAR,47,10696,4.99
148,10,ALADDIN CALENDAR,47,13345,6.99
149,10,ALADDIN CALENDAR,48,10482,4.99
150,10,ALADDIN CALENDAR,48,14697,4.99
151,10,ALADDIN CALENDAR,49,4400,7.99
152,10,ALADDIN CALENDAR,49,10210,7.99
153,10,ALADDIN CALENDAR,49,13878,4.99
154,10,ALADDIN CALENDAR,50,1783,4.99
155,10,ALADDIN CALENDAR,50,4042,4.99
156,10,ALADDIN CALENDAR,50,10786,7.99
157,10,ALADDIN CALENDAR,50,14413,6.99
158,10,ALADDIN CALENDAR,51,2562,4.99
159,10,ALADDIN CALENDAR,51,5139,7.99
160,10,ALADDIN CALENDAR,51,9184,4.99
161,10,ALADDIN CALENDAR,51,12704,4.99
162,10,ALADDIN CALENDAR,52,1325,4.99
163,10,ALADDIN CALENDAR,52,4707,4.99
164,10,ALADDIN CALENDAR,52,8821,5.99
165,10,ALADDIN CALENDAR,52,14041,4.99
166,11,ALAMO VIDEOTAPE,53,563,3.99
167,11,ALAMO VIDEOTAPE,53,2517,0.99
168,11,ALAMO VIDEOTAPE,53,5461,0.99
169,11,ALAMO VIDEOTAPE,53,8365,0.99
170,11,ALAMO VIDEOTAPE,53,13395,0.99
171,11,ALAMO VIDEOTAPE,54,10119,0.99
172,11,ALAMO VIDEOTAPE,54,12780,0.99
173,11,ALAMO VIDEOTAPE,55,5418,0.99
174,11,ALAMO VIDEOTAPE,55,7635,0.99
175,11,ALAMO VIDEOTAPE,55,12380,1.99
176,11,ALAMO VIDEOTAPE,56,4027,0.99
177,11,ALAMO VIDEOTAPE,56,11254,0.99
178,11,ALAMO VIDEOTAPE,56,14887,3.99
179,11,ALAMO VIDEOTAPE,57,11069,0.99
180,11,ALAMO VIDEOTAPE,57,12537,1.99
181,11,ALAMO VIDEOTAPE,58,633,0.99
182,11,ALAMO VIDEOTAPE,58,2033,0.99
183,11,ALAMO VIDEOTAPE,58,4785,0.99
184,11,ALAMO VIDEOTAPE,58,10045,1.99
185,11,ALAMO VIDEOTAPE,58,13544,1.99
186,11,ALAMO VIDEOTAPE,59,1326,1.99
187,11,ALAMO VIDEOTAPE,59,5692,0.99
188,11,ALAMO VIDEOTAPE,59,8596,0.99
189,11,ALAMO VIDEOTAPE,59,11631,1.99
190,12,ALASKA PHANTOM,60,6936,0.99
191,12,ALASKA PHANTOM,60,13625,1.99
192,12,ALASKA PHANTOM,61,1724,1.99
193,12,ALASKA PHANTOM,61,5594,0.99
194,12,ALASKA PHANTOM,61,8563,1.99
195,12,ALASKA PHANTOM,61,15232,0.99
196,12,ALASKA PHANTOM,62,827,2.99
197,12,ALASKA PHANTOM,62,1270,0.99
198,12,ALASKA PHANTOM,62,4061,0.99
199,12,ALASKA PHANTOM,62,9179,0.99
200,12,ALASKA PHANTOM,62,13110,0.99
201,12,ALASKA PHANTOM,63,983,0.99
202,12,ALASKA PHANTOM,63,2725,0.99
203,12,ALASKA PHANTOM,63,5498,0.99
204,12,ALASKA PHANTOM,63,7918,1.99
205,12,ALASKA PHANTOM,63,13779,2.99
206,12,ALASKA PHANTOM,64,9681,0.99
207,12,ALASKA PHANTOM,64,15591,0.99
208,12,ALASKA PHANTOM,65,2808,2.99
209,12,ALASKA PHANTOM,65,3705,0.99
210,12,ALASKA PHANTOM,65,11043,0.99
211,12,ALASKA PHANTOM,65,13037,3.99
212,12,ALASKA PHANTOM,66,2659,0.99
213,12,ALASKA PHANTOM,66,5170,3.99
214,12,ALASKA PHANTOM,66,7920,2.99
215,12,ALASKA PHANTOM,66,12976,1.99
216,13,ALI FOREVER,67,10015,4.99
217,13,ALI FOREVER,67,15370,5.99
218,13,ALI FOREVER,68,8010,7.99
219,13,ALI FOREVER,68,15561,9.99
220,13,ALI FOREVER,69,10838,4.99
221,13,ALI FOREVER,69,14845,4.99
222,13,ALI FOREVER,70,6649,4.99
223,13,ALI FOREVER,70,8272,5.99
224,13,ALI FOREVER,70,15294,4.99
225,15,ALIEN CENTER,71,505,2.99
226,15,ALIEN CENTER,71,2074,2.99
227,15,ALIEN CENTER,71,6090,6.99
228,15,ALIEN CENTER,71,11262,2.99
229,15,ALIEN CENTER,71,15565,4.99
230,15,ALIEN CENTER,72,481,2.99
231,15,ALIEN CENTER,72,2699,2.99
232,15,ALIEN CENTER,72,4443,6.99
233,15,ALIEN CENTER,72,10362,6.99
234,15,ALIEN CENTER,72,13874,2.99
235,15,ALIEN CENTER,73,3826,4.99
236,15,ALIEN CENTER,73,9263,2.99
237,15,ALIEN CENTER,73,14061,2.99
238,15,ALIEN CENTER,74,6965,2.99
239,15,ALIEN CENTER,74,15957,5.99
240,15,ALIEN CENTER,75,5036,5.99
241,15,ALIEN CENTER,75,8863,3.99
242,15,ALIEN CENTER,75,12730,2.99
243,15,ALIEN CENTER,76,1277,4.99
244,15,ALIEN CENTER,76,4333,2.99
245,15,ALIEN CENTER,76,10230,2.99
246,15,ALIEN CENTER,76,11708,2.99
247,16,ALLEY EVOLUTION,77,10103,2.99
248,16,ALLEY EVOLUTION,77,14976,2.99
249,16,ALLEY EVOLUTION,78,2461,6.99
250,16,ALLEY EVOLUTION,78,5382,2.99
251,16,ALLEY EVOLUTION,78,10890,4.99
252,16,ALLEY EVOLUTION,78,12442,2.99
253,16,ALLEY EVOLUTION,79,64,5.99
254,16,ALLEY EVOLUTION,79,1930,2.99
255,16,ALLEY EVOLUTION,79,3483,4.99
256,16,ALLEY EVOLUTION,79,11226,2.99
257,16,ALLEY EVOLUTION,79,11928,2.99
258,16,ALLEY EVOLUTION,80,4743,2.99
259,16,ALLEY EVOLUTION,80,7738,2.99
260,16,ALLEY EVOLUTION,80,12312,2.99
261,17,ALONE TRIP,81,10606,4.99
262,17,ALONE TRIP,81,12988,0.99
263,17,ALONE TRIP,82,4612,1.99
264,17,ALONE TRIP,82,10470,1.99
265,17,ALONE TRIP,82,14585,2.99
266,17,ALONE TRIP,83,8271,6.99
267,17,ALONE TRIP,83,13606,4.99
268,17,ALONE TRIP,84,7823,6.99
269,17,ALONE TRIP,84,14566,2.99
270,17,ALONE TRIP,85,716,0.99
271,17,ALONE TRIP,85,2401,0.99
272,17,ALONE TRIP,85,5834,1.99
273,17,ALONE TRIP,85,11175,2.99
274,17,ALONE TRIP,85,13852,0.99
275,17,ALONE TRIP,86,2072,3.99
276,17,ALONE TRIP,86,5901,6.99
277,17,ALONE TRIP,86,9755,4.99
278,17,ALONE TRIP,86,13716,3.99
279,18,ALTER VICTORY,87,664,0.99
280,18,ALTER VICTORY,87,1985,0.99
281,18,ALTER VICTORY,87,6563,3.99
282,18,ALTER VICTORY,87,7637,0.99
283,18,ALTER VICTORY,87,14002,0.99
284,18,ALTER VICTORY,88,781,0.99
285,18,ALTER VICTORY,88,2804,0.99
286,18,ALTER VICTORY,88,4433,3.99
287,18,ALTER VICTORY,88,7044,0.99
288,18,ALTER VICTORY,88,15527,0.99
289,18,ALTER VICTORY,89,4453,0.99
290,18,ALTER VICTORY,89,8646,0.99
291,18,ALTER VICTORY,89,14418,1.99
292,18,ALTER VICTORY,90,7981,1.99
293,18,ALTER VICTORY,90,12317,0.99
294,18,ALTER VICTORY,91,2585,0.99
295,18,ALTER VICTORY,91,4313,0.99
296,18,ALTER VICTORY,91,9504,0.99
297,18,ALTER VICTORY,91,15217,0.99
298,18,ALTER VICTORY,92,5343,3.99
299,18,ALTER VICTORY,92,7652,0.99
300,18,ALTER VICTORY,92,13417,0.99
301,19,AMADEUS HOLY,93,10895,0.99
302,19,AMADEUS HOLY,93,12268,0.99
303,19,AMADEUS HOLY,94,3150,0.99
304,19,AMADEUS HOLY,94,5072,3.99
305,19,AMADEUS HOLY,94,9080,1.99
306,19,AMADEUS HOLY,94,14603,1.99
307,19,AMADEUS HOLY,95,588,0.99
308,19,AMADEUS HOLY,95,2867,0.99
309,19,AMADEUS HOLY,95,6030,0.99
310,19,AMADEUS HOLY,95,7788,0.99
311,19,AMADEUS HOLY,95,14310,0.99
312,19,AMADEUS HOLY,96,10509,3.99
313,19,AMADEUS HOLY,96,14349,3.99
314,19,AMADEUS HOLY,97,1735,0.99
315,19,AMADEUS HOLY,97,3474,0.99
316,19,AMADEUS HOLY,97,9259,1.99
317,19,AMADEUS HOLY,97,12786,0.99
318,19,AMADEUS HOLY,98,2649,0.99
319,19,AMADEUS HOLY,98,6651,0.99
320,19,AMADEUS HOLY,98,8631,1.99
321,19,AMADEUS HOLY,98,11727,0.99
322,20,AMELIE HELLFIGHTERS,99,2199,5.99
323,20,AMELIE HELLFIGHTERS,99,5684,5.99
324,20,AMELIE HELLFIGHTERS,99,7946,6.99
325,20,AMELIE HELLFIGHTERS,99,12052,8.99
326,20,AMELIE HELLFIGHTERS,100,2036,4.99
327,20,AMELIE HELLFIGHTERS,100,4790,4.99
328,20,AMELIE HELLFIGHTERS,100,8963,9.99
329,20,AMELIE HELLFIGHTERS,100,15740,4.99
330,20,AMELIE HELLFIGHTERS,101,9210,9.99
331,20,AMELIE HELLFIGHTERS,101,11857,4.99
332,21,AMERICAN CIRCUS,102,207,4.99
333,21,AMERICAN CIRCUS,102,1454,4.99
334,21,AMERICAN CIRCUS,102,4115,8.99
335,21,AMERICAN CIRCUS,102,10757,4.99
336,21,AMERICAN CIRCUS,102,14908,4.99
337,21,AMERICAN CIRCUS,103,135,10.99
338,21,AMERICAN CIRCUS,103,2803,9.99
339,21,AMERICAN CIRCUS,103,6793,10.99
340,21,AMERICAN CIRCUS,103,9374,8.99
341,21,AMERICAN CIRCUS,103,15643,4.99
342,21,AMERICAN CIRCUS,104,4050,9.99
343,21,AMERICAN CIRCUS,104,10871,4.99
344,21,AMERICAN CIRCUS,104,12667,10.99
345,21,AMERICAN CIRCUS,105,1940,6.99
346,21,AMERICAN CIRCUS,105,6153,9.99
347,21,AMERICAN CIRCUS,105,11257,10.99
348,21,AMERICAN CIRCUS,105,12755,5.99
349,21,AMERICAN CIRCUS,106,3732,4.99
350,21,AMERICAN CIRCUS,106,9050,8.99
351,21,AMERICAN CIRCUS,106,13428,4.99
352,21,AMERICAN CIRCUS,107,7338,8.99
353,21,AMERICAN CIRCUS,107,12917,4.99
354,22,AMISTAD MIDSUMMER,108,1269,2.99
355,22,AMISTAD MIDSUMMER,108,4967,3.99
356,22,AMISTAD MIDSUMMER,108,8326,2.99
357,22,AMISTAD MIDSUMMER,108,13964,2.99
358,22,AMISTAD MIDSUMMER,109,2923,2.99
359,22,AMISTAD MIDSUMMER,109,6452,2.99
360,22,AMISTAD MIDSUMMER,109,7202,4.99
361,22,AMISTAD MIDSUMMER,109,14346,2.99
362,22,AMISTAD MIDSUMMER,110,1987,2.99
363,22,AMISTAD MIDSUMMER,110,5106,2.99
364,22,AMISTAD MIDSUMMER,110,10317,2.99
365,22,AMISTAD MIDSUMMER,110,15221,2.99
366,22,AMISTAD MIDSUMMER,111,7829,3.99
367,22,AMISTAD MIDSUMMER,111,13201,2.99
368,22,AMISTAD MIDSUMMER,112,10105,5.99
369,22,AMISTAD MIDSUMMER,112,14915,2.99
370,22,AMISTAD MIDSUMMER,113,5619,2.99
371,22,AMISTAD MIDSUMMER,113,9623,2.99
372,22,AMISTAD MIDSUMMER,113,13281,2.99
373,22,AMISTAD MIDSUMMER,114,10349,3.99
374,22,AMISTAD MIDSUMMER,114,12532,2.99
375,23,ANACONDA CONFESSIONS,115,1364,0.99
376,23,ANACONDA CONFESSIONS,115,4818,3.99
377,23,ANACONDA CONFESSIONS,115,7837,0.99
378,23,ANACONDA CONFESSIONS,115,14026,0.99
379,23,ANACONDA CONFESSIONS,116,1726,6.99
380,23,ANACONDA CONFESSIONS,116,4361,2.99
381,23,ANACONDA CONFESSIONS,116,7921,1.99
382,23,ANACONDA CONFESSIONS,117,2249,5.99
383,23,ANACONDA CONFESSIONS,117,3485,1.99
384,23,ANACONDA CONFESSIONS,117,10866,2.99
385,23,ANACONDA CONFESSIONS,117,13665,5.99
386,23,ANACONDA CONFESSIONS,118,1011,1.99
387,23,ANACONDA CONFESSIONS,118,3080,1.99
388,23,ANACONDA CONFESSIONS,118,5545,3.99
389,23,ANACONDA CONFESSIONS,118,7104,2.99
390,23,ANACONDA CONFESSIONS,118,11982,0.99
391,23,ANACONDA CONFESSIONS,119,968,0.99
392,23,ANACONDA CONFESSIONS,119,1854,3.99
393,23,ANACONDA CONFESSIONS,119,5263,0.99
394,23,ANACONDA CONFESSIONS,119,9218,5.99
395,23,ANACONDA CONFESSIONS,119,11812,0.99
396,24,ANALYZE HOOSIERS,120,3021,4.99
397,24,ANALYZE HOOSIERS,120,5918,5.99
398,24,ANALYZE HOOSIERS,120,7444,2.99
399,24,ANALYZE HOOSIERS,120,13221,3.99
400,24,ANALYZE HOOSIERS,121,9438,4.99
401,24,ANALYZE HOOSIERS,121,15249,4.99
402,24,ANALYZE HOOSIERS,122,2985,2.99
403,24,ANALYZE HOOSIERS,122,5243,3.99
404,24,ANALYZE HOOSIERS,122,9980,4.99
405,24,ANALYZE HOOSIERS,122,14442,2.99
406,24,ANALYZE HOOSIERS,123,1705,2.99
407,24,ANALYZE HOOSIERS,123,3737,3.99
408,24,ANALYZE HOOSIERS,123,10042,2.99
409,24,ANALYZE HOOSIERS,123,13387,2.99
410,25,ANGELS LIFE,124,3823,2.99
411,25,ANGELS LIFE,124,7603,2.99
412,25,ANGELS LIFE,124,15763,2.99
413,25,ANGELS LIFE,125,2556,3.99
414,25,ANGELS LIFE,125,3915,3.99
415,25,ANGELS LIFE,125,10287,3.99
416,25,ANGELS LIFE,125,14235,7.99
417,25,ANGELS LIFE,126,653,6.99
418,25,ANGELS LIFE,126,2859,2.99
419,25,ANGELS LIFE,126,6159,2.99
420,25,ANGELS LIFE,126,9763,7.99
421,25,ANGELS LIFE,126,15784,6.99
422,25,ANGELS LIFE,127,8951,8.99
423,25,ANGELS LIFE,127,12252,6.99
424,25,ANGELS LIFE,128,5696,2.99
425,25,ANGELS LIFE,128,10272,8.99
426,25,ANGELS LIFE,128,12973,2.99
427,25,ANGELS LIFE,129,429,8.99
428,25,ANGELS LIFE,129,2541,3.99
429,25,ANGELS LIFE,129,6900,6.99
430,25,ANGELS LIFE,129,7059,5.99
431,25,ANGELS LIFE,129,14119,5.99
432,26,ANNIE IDENTITY,130,699,3.99
433,26,ANNIE IDENTITY,130,3105,0.99
434,26,ANNIE IDENTITY,130,5756,0.99
435,26,ANNIE IDENTITY,130,11426,4.99
436,26,ANNIE IDENTITY,130,12341,0.99
437,26,ANNIE IDENTITY,131,239,3.99
438,26,ANNIE IDENTITY,131,3382,5.99
439,26,ANNIE IDENTITY,131,5859,0.99
440,26,ANNIE IDENTITY,131,8773,0.99
441,26,ANNIE IDENTITY,131,15188,4.99
442,26,ANNIE IDENTITY,132,2521,0.99
443,26,ANNIE IDENTITY,132,5540,0.99
444,26,ANNIE IDENTITY,132,10772,6.99
445,26,ANNIE IDENTITY,132,12856,1.99
446,26,ANNIE IDENTITY,133,1003,0.99
447,26,ANNIE IDENTITY,133,3431,2.99
448,26,ANNIE IDENTITY,133,5614,0.99
449,26,ANNIE IDENTITY,133,8838,2.99
450,26,ANNIE IDENTITY,133,11583,0.99
451,26,ANNIE IDENTITY,134,4851,1.99
452,26,ANNIE IDENTITY,134,7123,5.99
453,26,ANNIE IDENTITY,134,15521,2.99
454,27,ANONYMOUS HUMAN,135,1861,1.99
455,27,ANONYMOUS HUMAN,135,6813,0.99
456,27,ANONYMOUS HUMAN,135,10249,0.99
457,27,ANONYMOUS HUMAN,135,13450,0.99
458,27,ANONYMOUS HUMAN,136,4267,0.99
459,27,ANONYMOUS HUMAN,136,9814,1.99
460,27,ANONYMOUS HUMAN,136,12125,1.99
461,27,ANONYMOUS HUMAN,137,8718,0.99
462,27,ANONYMOUS HUMAN,137,11854,2.99
463,27,ANONYMOUS HUMAN,138,1751,0.99
464,27,ANONYMOUS HUMAN,138,5440,0.99
465,27,ANONYMOUS HUMAN,138,10466,0.99
466,27,ANONYMOUS HUMAN,138,13165,0.99
467,28,ANTHEM LUKE,139,91,6.99
468,28,ANTHEM LUKE,139,1892,4.99
469,28,ANTHEM LUKE,139,5842,4.99
470,28,ANTHEM LUKE,139,9120,8.99
471,28,ANTHEM LUKE,139,14251,4.99
472,28,ANTHEM LUKE,140,642,4.99
473,28,ANTHEM LUKE,140,2717,4.99
474,28,ANTHEM LUKE,140,4739,4.99
475,28,ANTHEM LUKE,140,8359,5.99
476,28,ANTHEM LUKE,140,15385,4.99
477,28,ANTHEM LUKE,141,355,4.99
478,28,ANTHEM LUKE,141,2121,4.99
479,28,ANTHEM LUKE,141,6429,8.99
480,28,ANTHEM LUKE,141,10156,4.99
481,28,ANTHEM LUKE,141,15013,4.99
482,29,ANTITRUST TOMATOES,142,1123,2.99
483,29,ANTITRUST TOMATOES,142,1189,6.99
484,29,ANTITRUST TOMATOES,142,5785,4.99
485,29,ANTITRUST TOMATOES,142,9706,2.99
486,29,ANTITRUST TOMATOES,142,13994,2.99
487,29,ANTITRUST TOMATOES,143,1134,2.99
488,29,ANTITRUST TOMATOES,143,2838,3.99
489,29,ANTITRUST TOMATOES,143,3881,2.99
490,29,ANTITRUST TOMATOES,143,7128,3.99
491,29,ANTITRUST TOMATOES,143,14123,2.99
492,30,ANYTHING SAVANNAH,144,1710,4.99
493,30,ANYTHING SAVANNAH,144,3860,2.99
494,30,ANYTHING SAVANNAH,144,10556,2.99
495,30,ANYTHING SAVANNAH,144,12061,3.99
496,30,ANYTHING SAVANNAH,145,393,2.99
497,30,ANYTHING SAVANNAH,145,1564,6.99
498,30,ANYTHING SAVANNAH,145,3895,7.99
499,30,ANYTHING SAVANNAH,145,11236,5.99
500,30,ANYTHING SAVANNAH,145,14844,7.99
501,31,APACHE DIVINE,146,21,4.99
502,31,APACHE DIVINE,146,1780,4.99
503,31,APACHE DIVINE,146,3573,4.99
504,31,APACHE DIVINE,146,9157,5.99
505,31,APACHE DIVINE,146,15331,4.99
506,31,APACHE DIVINE,147,1694,4.99
507,31,APACHE DIVINE,147,5821,4.99
508,31,APACHE DIVINE,147,9420,5.99
509,31,APACHE DIVINE,147,12804,8.99
510,31,APACHE DIVINE,148,5083,4.99
511,31,APACHE DIVINE,148,11167,6.99
512,31,APACHE DIVINE,148,12896,4.99
513,31,APACHE DIVINE,149,5134,6.99
514,31,APACHE DIVINE,149,7053,4.99
515,31,APACHE DIVINE,149,15825,5.99
516,31,APACHE DIVINE,150,1068,4.99
517,31,APACHE DIVINE,150,2264,4.99
518,31,APACHE DIVINE,150,4496,4.99
519,31,APACHE DIVINE,150,10980,4.99
520,31,APACHE DIVINE,150,14145,4.99
521,31,APACHE DIVINE,151,944,7.99
522,31,APACHE DIVINE,151,2889,4.99
523,31,APACHE DIVINE,151,5988,4.99
524,31,APACHE DIVINE,151,11279,7.99
525,31,APACHE DIVINE,151,11932,4.99
526,31,APACHE DIVINE,152,4218,7.99
527,31,APACHE DIVINE,152,8720,5.99
528,31,APACHE DIVINE,152,15758,5.99
529,31,APACHE DIVINE,153,5025,4.99
530,31,APACHE DIVINE,153,7675,4.99
531,31,APACHE DIVINE,153,14906,6.99
532,32,APOCALYPSE FLAMINGOS,154,6981,4.99
533,32,APOCALYPSE FLAMINGOS,154,15530,4.99
534,32,APOCALYPSE FLAMINGOS,155,3164,5.99
535,32,APOCALYPSE FLAMINGOS,155,4823,4.99
536,32,APOCALYPSE FLAMINGOS,155,9762,4.99
537,32,APOCALYPSE FLAMINGOS,155,15433,4.99
538,34,ARABIA DOGMA,156,10670,3.99
539,34,ARABIA DOGMA,156,13294,0.99
540,34,ARABIA DOGMA,157,9005,0.99
541,34,ARABIA DOGMA,157,13645,0.99
542,34,ARABIA DOGMA,158,557,0.99
543,34,ARABIA DOGMA,158,1579,0.99
544,34,ARABIA DOGMA,158,6743,0.99
545,34,ARABIA DOGMA,158,11098,3.99
546,34,ARABIA DOGMA,158,12118,3.99
547,34,ARABIA DOGMA,159,1881,0.99
548,34,ARABIA DOGMA,159,5344,0.99
549,34,ARABIA DOGMA,159,8454,0.99
550,34,ARABIA DOGMA,159,11941,1.99
551,35,ARACHNOPHOBIA ROLLERCOASTER,160,8648,2.99
